created_at,id,id_str,text,truncated,entities/user_mentions/0/screen_name,entities/user_mentions/0/name,entities/user_mentions/0/id,entities/user_mentions/0/id_str,entities/user_mentions/0/indices/0,entities/user_mentions/0/indices/1,metadata/iso_language_code,metadata/result_type,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user/id,user/id_str,user/name,user/screen_name,user/location,user/description,user/url,user/protected,user/followers_count,user/friends_count,user/listed_count,user/created_at,user/favourites_count,user/utc_offset,user/time_zone,user/geo_enabled,user/verified,user/statuses_count,user/lang,user/contributors_enabled,user/is_translator,user/is_translation_enabled,user/profile_background_color,user/profile_background_image_url,user/profile_background_image_url_https,user/profile_background_tile,user/profile_image_url,user/profile_image_url_https,user/profile_banner_url,user/profile_link_color,user/profile_sidebar_border_color,user/profile_sidebar_fill_color,user/profile_text_color,user/profile_use_background_image,user/has_extended_profile,user/default_profile,user/default_profile_image,user/following,user/follow_request_sent,user/notifications,user/translator_type,geo,coordinates,place,contributors,retweeted_status/created_at,retweeted_status/id,retweeted_status/id_str,retweeted_status/text,retweeted_status/truncated,retweeted_status/entities/urls/0/url,retweeted_status/entities/urls/0/expanded_url,retweeted_status/entities/urls/0/display_url,retweeted_status/entities/urls/0/indices/0,retweeted_status/entities/urls/0/indices/1,retweeted_status/metadata/iso_language_code,retweeted_status/metadata/result_type,retweeted_status/source,retweeted_status/in_reply_to_status_id,retweeted_status/in_reply_to_status_id_str,retweeted_status/in_reply_to_user_id,retweeted_status/in_reply_to_user_id_str,retweeted_status/in_reply_to_screen_name,retweeted_status/user/id,retweeted_status/user/id_str,retweeted_status/user/name,retweeted_status/user/screen_name,retweeted_status/user/location,retweeted_status/user/description,retweeted_status/user/url,retweeted_status/user/entities/url/urls/0/url,retweeted_status/user/entities/url/urls/0/expanded_url,retweeted_status/user/entities/url/urls/0/display_url,retweeted_status/user/entities/url/urls/0/indices/0,retweeted_status/user/entities/url/urls/0/indices/1,retweeted_status/user/protected,retweeted_status/user/followers_count,retweeted_status/user/friends_count,retweeted_status/user/listed_count,retweeted_status/user/created_at,retweeted_status/user/favourites_count,retweeted_status/user/utc_offset,retweeted_status/user/time_zone,retweeted_status/user/geo_enabled,retweeted_status/user/verified,retweeted_status/user/statuses_count,retweeted_status/user/lang,retweeted_status/user/contributors_enabled,retweeted_status/user/is_translator,retweeted_status/user/is_translation_enabled,retweeted_status/user/profile_background_color,retweeted_status/user/profile_background_image_url,retweeted_status/user/profile_background_image_url_https,retweeted_status/user/profile_background_tile,retweeted_status/user/profile_image_url,retweeted_status/user/profile_image_url_https,retweeted_status/user/profile_banner_url,retweeted_status/user/profile_link_color,retweeted_status/user/profile_sidebar_border_color,retweeted_status/user/profile_sidebar_fill_color,retweeted_status/user/profile_text_color,retweeted_status/user/profile_use_background_image,retweeted_status/user/has_extended_profile,retweeted_status/user/default_profile,retweeted_status/user/default_profile_image,retweeted_status/user/following,retweeted_status/user/follow_request_sent,retweeted_status/user/notifications,retweeted_status/user/translator_type,retweeted_status/geo,retweeted_status/coordinates,retweeted_status/place,retweeted_status/contributors,retweeted_status/is_quote_status,retweeted_status/retweet_count,retweeted_status/favorite_count,retweeted_status/favorited,retweeted_status/retweeted,retweeted_status/possibly_sensitive,retweeted_status/lang,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang
Sat May 01 08:02:59 +0000 2021,1388403563479519200,1388403563479519234,"RT @lagadpatil_007: विचार करा,या लोकांची मने २०२१ साली शिक्षणाच्या सर्व सोयीसुविधा उपलब्ध असूनही इतकी  विकृत असतील, तर अंदाज लावा की ४००-५०…",false,lagadpatil_007,Tushar Lagad Patil,1282141808378536000,1282141808378535936,3,18,mr,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,828950456747503600,828950456747503616,Prem Pawar,prempawar28,भारत,"राष्ट्र प्रथम | अखंड_भारत | जय_श्रीराम | हिंदू | क्षत्रिय मराठा 96k | InfoSec | CyberSecurity | IEEE | NetworkSecurity |
Non-political - @Pp_hACker1",,false,719,330,3,Tue Feb 07 12:56:04 +0000 2017,24446,,,true,false,7816,,false,false,false,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/1263135437612150785/tR-T1r1h_normal.jpg,https://pbs.twimg.com/profile_images/1263135437612150785/tR-T1r1h_normal.jpg,https://pbs.twimg.com/profile_banners/828950456747503616/1586788589,981CEB,000000,000000,000000,false,true,false,false,false,false,false,none,,,,,Sat May 01 07:57:02 +0000 2021,1388402066888949800,1388402066888949767,"विचार करा,या लोकांची मने २०२१ साली शिक्षणाच्या सर्व सोयीसुविधा उपलब्ध असूनही इतकी  विकृत असतील, तर अंदाज लावा की ४०… https://t.co/d68dJepUjK",true,https://t.co/d68dJepUjK,https://twitter.com/i/web/status/1388402066888949767,twitter.com/i/web/status/1…,117,140,mr,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1282141808378536000,1282141808378535936,Tushar Lagad Patil,lagadpatil_007,"Maharashtra, India","If You Are Going To Speak Bad Things About Me On My Back, Come To Me. I'll Tell You More.
#हिंदू | #मराठा",https://t.co/a6LdBf94jq,https://t.co/a6LdBf94jq,https://instagram.com/lagadpatil_007?igshid=orscoivtoht8,instagram.com/lagadpatil_007…,0,23,false,177,98,0,Sun Jul 12 02:37:03 +0000 2020,798,,,true,false,258,,false,false,false,F5F8FA,,,false,http://pbs.twimg.com/profile_images/1389439658459762689/CSzJRlPR_normal.jpg,https://pbs.twimg.com/profile_images/1389439658459762689/CSzJRlPR_normal.jpg,https://pbs.twimg.com/profile_banners/1282141808378535936/1606988120,1DA1F2,C0DEED,DDEEF6,333333,true,true,true,false,false,false,false,none,,,,,false,10,50,false,false,false,mr,false,10,0,false,false,mr
